date,day_of_week,month,location,event_type,weather,temperature,expected_visitors,actual_visitors,vehicle_count,average_speed,available_doctors,available_nurses,available_ambulances,police_personnel,volunteers,medical_cases,parking_occupancy,river_water_level,cleanliness_score,crowd_density,congestion_level,emergency_level
2027-07-20,Tuesday,July,Godavari Ghat,Festival,Sunny,38,261217,280619,49306,21,40,83,11,935,1558,1632,41,Normal,78,Medium,Medium,High
2027-07-21,Wednesday,July,Gangapur Road,Normal Day,Sunny,33,40850,43013,6612,35,10,28,3,143,238,212,10,Low,92,Low,Low,Low
2027-07-22,Thursday,July,CBS Nashik,Normal Day,Sunny,36,65030,70219,11469,34,10,24,3,234,390,413,10,Low,96,Low,Low,Medium
2027-07-23,Friday,July,Mumbai Naka,Normal Day,Cloudy,30,41794,40182,7050,33,10,21,3,133,223,117,10,Low,95,Low,Low,Low
2027-07-24,Saturday,July,Trimbakeshwar Temple,Normal Day,Cloudy,28,70758,77150,10466,29,11,22,3,257,428,336,10,Normal,92,Low,Low,Medium
2027-07-25,Sunday,July,Mhasrul,Weekend,Cloudy,27,76678,80481,12427,35,11,23,3,268,447,452,10,Normal,89,Low,Low,Medium
2027-07-26,Monday,July,Gangapur Road,Normal Day,Cloudy,27,40535,41865,8142,29,10,20,3,139,232,205,10,Normal,98,Low,Low,Low
2027-07-27,Tuesday,July,Gangapur Road,Normal Day,Sunny,36,59382,54902,10775,41,10,32,3,183,305,167,10,Normal,96,Low,Low,Low
2027-07-28,Wednesday,July,Mumbai Naka,Normal Day,Rainy,24,23471,26226,3476,33,10,23,3,87,145,182,10,Normal,94,Low,Low,Low
2027-07-29,Thursday,July,Gangapur Road,Normal Day,Sunny,35,46414,44193,5783,32,10,22,3,147,245,244,10,Normal,100,Low,Low,Low
2027-07-30,Friday,July,Mumbai Naka,Festival,Cloudy,30,228435,217386,28687,26,31,70,8,724,1207,1128,23,Normal,80,Medium,Low,High
2027-07-31,Saturday,July,Sadhugram,Normal Day,Sunny,36,68359,72743,13474,32,10,25,3,242,404,450,11,Normal,89,Low,Low,Medium
2027-08-01,Sunday,August,Mumbai Naka,Weekend,Sunny,32,115092,119433,21391,36,17,35,4,398,663,685,17,Normal,91,Medium,Low,Medium
2027-08-02,Monday,August,Mhasrul,Normal Day,Sunny,37,12163,11236,1738,39,10,29,3,80,120,32,10,Low,100,Low,Low,Low
2027-08-03,Tuesday,August,Panchavati,Normal Day,Sunny,31,47114,48584,9295,42,10,26,3,161,269,315,10,Normal,93,Low,Low,Medium
2027-08-04,Wednesday,August,Godavari Ghat,Normal Day,Rainy,22,77396,79306,15690,30,11,33,3,264,440,278,13,High,90,Low,Low,Low
2027-08-05,Thursday,August,Godavari Ghat,Shahi Snan,Sunny,37,996402,1080881,163017,10,154,314,43,3602,6004,6047,100,High,40,High,High,Critical
2027-08-06,Friday,August,Sadhugram,Normal Day,Sunny,37,70001,78192,12109,31,11,37,3,260,434,392,10,Low,93,Low,Low,Medium
2027-08-07,Saturday,August,Nimani,Normal Day,Cloudy,28,44308,41468,6582,36,10,23,3,138,230,109,10,Low,93,Low,Low,Low
2027-08-08,Sunday,August,Ramkund,Weekend,Rainy,26,202097,193217,29011,20,27,54,7,644,1073,1160,24,Normal,79,Medium,Medium,High
2027-08-09,Monday,August,Panchavati,Normal Day,Cloudy,29,64260,70330,10033,40,10,22,3,234,390,447,10,Normal,95,Low,Low,Medium
2027-08-10,Tuesday,August,CBS Nashik,Festival,Sunny,38,250641,236858,39734,21,33,70,9,789,1315,1118,33,Normal,78,Medium,Medium,High
2027-08-11,Wednesday,August,Trimbakeshwar Temple,Normal Day,Rainy,25,95203,103317,12708,31,14,34,4,344,573,696,10,High,92,Medium,Low,Medium
2027-08-12,Thursday,August,Mhasrul,Normal Day,Cloudy,31,34164,32812,5885,32,10,30,3,109,182,176,10,Normal,94,Low,Low,Low
2027-08-13,Friday,August,Shalimar,Normal Day,Cloudy,25,69899,75304,11128,35,10,33,3,251,418,207,10,Normal,89,Low,Low,Low
2027-08-14,Saturday,August,Mumbai Naka,Normal Day,Cloudy,26,37684,39676,5674,37,10,35,3,132,220,160,10,Normal,94,Low,Low,Low
2027-08-15,Sunday,August,Panchavati,Weekend,Rainy,28,140416,144897,23809,30,20,41,5,482,804,531,19,Normal,90,Medium,Low,Medium
2027-08-16,Monday,August,College Road,Normal Day,Sunny,33,31917,31118,5614,41,10,35,3,103,172,140,10,Low,96,Low,Low,Low
2027-08-17,Tuesday,August,Adgaon Naka,Normal Day,Sunny,30,31780,30360,3805,37,10,29,3,101,168,153,10,Low,97,Low,Low,Low
2027-08-18,Wednesday,August,Shalimar,Normal Day,Cloudy,25,60913,57437,8988,33,10,32,3,191,319,344,10,Normal,96,Low,Low,Medium
2027-08-19,Thursday,August,Gangapur Road,Normal Day,Cloudy,25,55941,57105,9569,40,10,21,3,190,317,157,10,Low,91,Low,Low,Low
2027-08-20,Friday,August,Tapovan,Festival,Rainy,27,173546,166797,33055,22,23,52,6,555,926,719,27,High,88,Medium,Low,Medium
2027-08-21,Saturday,August,Adgaon Naka,Normal Day,Sunny,33,45716,46085,7951,32,10,28,3,153,256,152,10,Normal,99,Low,Low,Low
2027-08-22,Sunday,August,Gangapur Road,Weekend,Cloudy,27,121019,133126,25124,24,19,49,5,443,739,706,20,Low,85,Medium,Low,Medium
2027-08-23,Monday,August,Sadhugram,Normal Day,Sunny,31,33986,36353,6883,44,10,24,3,121,201,147,10,Low,92,Low,Low,Low
2027-08-24,Tuesday,August,Gangapur Road,Normal Day,Sunny,35,54423,49764,7280,33,10,28,3,165,276,322,10,Normal,95,Low,Low,Medium
2027-08-25,Wednesday,August,Sadhugram,Shahi Snan,Sunny,33,762134,755840,121393,5,107,218,30,2519,4199,3040,100,High,40,High,High,Critical
2027-08-26,Thursday,August,Trimbakeshwar Temple,Normal Day,Sunny,37,87147,96526,18526,30,13,37,3,321,536,341,15,Normal,92,Low,Low,Medium
2027-08-27,Friday,August,Mumbai Naka,Normal Day,Sunny,32,69416,69631,10840,33,10,20,3,232,386,216,10,Normal,95,Low,Low,Low
2027-08-28,Saturday,August,Gangapur Road,Normal Day,Cloudy,30,59252,61434,9273,44,10,26,3,204,341,198,10,Low,91,Low,Low,Low
2027-08-29,Sunday,August,Nimani,Weekend,Sunny,32,109848,99303,18873,42,14,41,3,331,551,256,15,Low,94,Low,Low,Medium
2027-08-30,Monday,August,Mumbai Naka,Festival,Cloudy,32,127836,141824,20331,40,20,52,5,472,787,378,16,Normal,86,Medium,Low,Medium
2027-08-31,Tuesday,August,Godavari Ghat,Normal Day,Sunny,36,50171,53543,7089,38,10,29,3,178,297,158,10,Normal,98,Low,Low,Low
2027-09-01,Wednesday,September,Adgaon Naka,Normal Day,Sunny,38,35524,38199,5050,38,10,21,3,127,212,200,10,Low,96,Low,Low,Low
2027-09-02,Thursday,September,Gangapur Road,Normal Day,Cloudy,25,58041,61955,10390,41,10,21,3,206,344,327,10,Normal,92,Low,Low,Medium
2027-09-03,Friday,September,Sadhugram,Normal Day,Sunny,37,70714,76663,12523,43,10,26,3,255,425,408,10,Low,92,Low,Low,Medium
2027-09-04,Saturday,September,Panchavati,Normal Day,Cloudy,30,80445,74034,10005,45,10,27,3,246,411,186,10,Normal,95,Low,Low,Low
2027-09-05,Sunday,September,Shalimar,Weekend,Cloudy,32,115329,120695,18034,40,17,36,4,402,670,609,15,Low,86,Medium,Low,Medium
2027-09-06,Monday,September,Ramkund,Normal Day,Rainy,25,96900,92999,17349,39,13,30,3,309,516,483,14,Normal,96,Low,Low,Medium
2027-09-07,Tuesday,September,Ramkund,Normal Day,Sunny,36,70484,78020,12431,29,11,37,3,260,433,289,10,Normal,90,Low,Low,Low
2027-09-08,Wednesday,September,Panchavati,Normal Day,Sunny,33,64623,70140,13395,45,10,28,3,233,389,344,11,Normal,92,Low,Low,Medium
2027-09-09,Thursday,September,Trimbakeshwar Temple,Normal Day,Sunny,30,41043,41929,7739,29,10,34,3,139,232,159,10,Normal,93,Low,Low,Low
2027-09-10,Friday,September,Mhasrul,Festival,Rainy,24,132411,120186,20620,35,17,35,4,400,667,772,17,High,87,Medium,Low,Medium
2027-09-11,Saturday,September,Shalimar,Normal Day,Sunny,34,64415,63616,9941,44,10,20,3,212,353,261,10,Normal,94,Low,Low,Low
2027-09-12,Sunday,September,Godavari Ghat,Weekend,Sunny,37,138621,153930,22343,32,21,50,6,513,855,473,18,Low,87,Medium,Low,Medium
2027-09-13,Monday,September,Sadhugram,Normal Day,Sunny,34,31136,31432,5536,29,10,20,3,104,174,129,10,Normal,93,Low,Low,Low
2027-09-14,Tuesday,September,Dwarka Circle,Normal Day,Sunny,32,28399,30401,3732,37,10,24,3,101,168,123,10,Low,97,Low,Low,Low
2027-09-15,Wednesday,September,Nimani,Shahi Snan,Sunny,32,489277,523885,76562,10,74,156,20,1746,2910,2834,63,High,55,High,High,Critical
2027-09-16,Thursday,September,Sadhugram,Normal Day,Sunny,37,88897,97635,17865,34,13,39,3,325,542,419,14,Low,90,Low,Low,Medium
2027-09-17,Friday,September,Dwarka Circle,Normal Day,Sunny,36,34164,37983,5450,29,10,32,3,126,211,136,10,Low,96,Low,Low,Low
2027-09-18,Saturday,September,Adgaon Naka,Normal Day,Sunny,34,24210,25787,3285,45,10,20,3,85,143,83,10,Normal,93,Low,Low,Low
2027-09-19,Sunday,September,Nimani,Weekend,Sunny,35,108051,102756,20118,31,14,37,4,342,570,268,16,Low,88,Medium,Low,Medium
2027-09-20,Monday,September,Trimbakeshwar Temple,Festival,Sunny,36,449258,493534,88369,16,70,141,19,1645,2741,1709,73,Low,62,High,Medium,High
2027-09-21,Tuesday,September,Trimbakeshwar Temple,Normal Day,Sunny,37,95749,94864,12315,36,13,40,3,316,527,291,10,Low,89,Low,Low,Medium
2027-09-22,Wednesday,September,Godavari Ghat,Normal Day,Sunny,31,99810,95553,18510,38,13,35,3,318,530,499,15,Low,96,Low,Low,Medium
2027-09-23,Thursday,September,Trimbakeshwar Temple,Normal Day,Rainy,24,122671,120057,18973,35,17,44,4,400,666,789,15,Normal,87,Medium,Low,Medium
2027-09-24,Friday,September,Shalimar,Normal Day,Sunny,30,25450,28138,3535,35,10,28,3,93,156,113,10,Low,96,Low,Low,Low
2027-09-25,Saturday,September,Panchavati,Shahi Snan,Rainy,25,424562,408272,63715,14,58,127,16,1360,2268,1925,53,High,67,High,Medium,Critical
2027-09-26,Sunday,September,Sadhugram,Weekend,Sunny,32,170580,183079,27782,23,26,52,7,610,1017,620,23,Normal,82,Medium,Low,Medium
2027-09-27,Monday,September,Sadhugram,Normal Day,Sunny,36,34280,35087,5147,35,10,34,3,116,194,222,10,Normal,98,Low,Low,Low
2027-09-28,Tuesday,September,Panchavati,Normal Day,Sunny,30,48342,49790,8080,44,10,31,3,165,276,188,10,Low,98,Low,Low,Low
2027-09-29,Wednesday,September,Sadhugram,Normal Day,Sunny,34,59051,62648,8727,44,10,26,3,208,348,260,10,Normal,95,Low,Low,Low
2027-09-30,Thursday,September,College Road,Festival,Sunny,38,115559,111793,20695,44,15,39,4,372,621,587,17,Low,92,Medium,Low,Medium
2027-10-01,Friday,October,Nimani,Normal Day,Sunny,33,58823,59473,10938,44,10,28,3,198,330,153,10,Normal,97,Low,Low,Low
2027-10-02,Saturday,October,Tapovan,Normal Day,Cloudy,30,44448,48156,9594,45,10,34,3,160,267,166,10,Low,93,Low,Low,Low
2027-10-03,Sunday,October,Tapovan,Weekend,Cloudy,31,144593,139846,27958,22,19,49,5,466,776,696,23,Normal,90,Medium,Low,Medium
2027-10-04,Monday,October,Nimani,Normal Day,Sunny,31,29488,30729,3900,45,10,30,3,102,170,120,10,Normal,100,Low,Low,Low
2027-10-05,Tuesday,October,Sadhugram,Shahi Snan,Sunny,35,676771,620027,77626,10,88,179,24,2066,3444,3176,64,High,50,High,High,Critical
2027-10-06,Wednesday,October,CBS Nashik,Normal Day,Sunny,33,28282,25783,3350,40,10,33,3,85,143,80,10,Low,100,Low,Low,Low
2027-10-07,Thursday,October,Panchavati,Normal Day,Sunny,35,45035,46106,8040,31,10,30,3,153,256,130,10,Low,92,Low,Low,Low
2027-10-08,Friday,October,Adgaon Naka,Normal Day,Sunny,38,33327,30213,5888,29,10,32,3,100,167,195,10,Low,98,Low,Low,Low
2027-10-09,Saturday,October,Mumbai Naka,Normal Day,Sunny,37,31821,30897,4534,39,10,28,3,102,171,168,10,Low,95,Low,Low,Low
2027-10-10,Sunday,October,Adgaon Naka,Weekend,Cloudy,31,62091,56626,8834,36,10,26,3,188,314,212,10,Normal,99,Low,Low,Low
2027-10-11,Monday,October,Panchavati,Normal Day,Sunny,35,25741,27654,4997,32,10,31,3,92,153,176,10,Normal,98,Low,Low,Low
2027-10-12,Tuesday,October,CBS Nashik,Normal Day,Sunny,33,34168,31082,6054,38,10,29,3,103,172,123,10,Normal,97,Low,Low,Low
2027-10-13,Wednesday,October,Dwarka Circle,Normal Day,Sunny,36,63485,58288,11292,34,10,33,3,194,323,247,10,Low,94,Low,Low,Low
2027-10-14,Thursday,October,CBS Nashik,Normal Day,Rainy,29,63059,57039,10476,43,10,23,3,190,316,397,10,High,93,Low,Low,Medium
2027-10-15,Friday,October,Tapovan,Shahi Snan,Sunny,33,485406,489007,81739,14,69,143,19,1630,2716,2369,68,High,56,High,Medium,Critical
2027-10-16,Saturday,October,Godavari Ghat,Normal Day,Cloudy,32,45086,50332,8024,28,10,22,3,167,279,206,10,Normal,95,Low,Low,Low
2027-10-17,Sunday,October,Sadhugram,Weekend,Cloudy,28,126193,120434,21031,33,17,44,4,401,669,711,17,Low,89,Medium,Low,Medium
2027-10-18,Monday,October,Adgaon Naka,Normal Day,Cloudy,31,16824,15730,2830,38,10,23,3,80,120,96,10,Low,99,Low,Low,Low
2027-10-19,Tuesday,October,College Road,Normal Day,Cloudy,25,22352,20954,2815,35,10,24,3,80,120,72,10,Normal,95,Low,Low,Low
2027-10-20,Wednesday,October,Shalimar,Festival,Cloudy,30,130261,135801,18690,33,19,49,5,452,754,579,15,Normal,85,Medium,Low,Medium
2027-10-21,Thursday,October,Tapovan,Normal Day,Cloudy,32,77148,75367,9227,34,10,21,3,251,418,278,10,Normal,89,Low,Low,Low
2027-10-22,Friday,October,Nimani,Normal Day,Sunny,34,44808,46791,6448,42,10,29,3,155,259,268,10,Low,96,Low,Low,Low
2027-10-23,Saturday,October,College Road,Normal Day,Sunny,30,37889,35841,4514,38,10,20,3,119,199,214,10,Low,95,Low,Low,Low
2027-10-24,Sunday,October,Godavari Ghat,Weekend,Sunny,35,187960,188897,25686,18,26,63,7,629,1049,1074,21,Low,82,Medium,Medium,High
2027-10-25,Monday,October,Adgaon Naka,Shahi Snan,Rainy,25,326593,359847,65947,10,51,103,14,1199,1999,1047,54,High,68,High,High,Critical
2027-10-26,Tuesday,October,Shalimar,Normal Day,Sunny,33,16663,17379,2523,33,10,35,3,80,120,108,10,Low,96,Low,Low,Low
2027-10-27,Wednesday,October,Mumbai Naka,Normal Day,Cloudy,28,52185,51827,9262,43,10,30,3,172,287,216,10,Normal,91,Low,Low,Low
2027-10-28,Thursday,October,Dwarka Circle,Normal Day,Sunny,32,36616,38995,7043,37,10,35,3,129,216,201,10,Low,94,Low,Low,Low
2027-07-01,Thursday,July,College Road,Normal Day,Cloudy,26,35352,38026,7517,32,10,34,3,126,211,215,10,Normal,96,Low,Low,Low
2027-07-02,Friday,July,Mhasrul,Normal Day,Sunny,35,25214,25161,3988,32,10,34,3,83,139,126,10,Low,100,Low,Low,Low
2027-07-03,Saturday,July,Gangapur Road,Normal Day,Sunny,30,57480,61678,10260,35,10,23,3,205,342,302,10,Normal,98,Low,Low,Medium
2027-07-04,Sunday,July,Shalimar,Weekend,Sunny,38,128867,124116,16122,32,17,41,4,413,689,631,13,Low,91,Medium,Low,Medium
2027-07-05,Monday,July,Trimbakeshwar Temple,Shahi Snan,Cloudy,32,541362,505857,89085,17,72,151,20,1686,2810,3203,74,High,56,High,Medium,Critical
2027-07-06,Tuesday,July,Mumbai Naka,Normal Day,Sunny,35,36338,39205,6983,38,10,34,3,130,217,176,10,Normal,95,Low,Low,Low
2027-07-07,Wednesday,July,Godavari Ghat,Normal Day,Cloudy,32,27661,29905,4231,40,10,26,3,99,166,177,10,Low,96,Low,Low,Low
2027-07-08,Thursday,July,Trimbakeshwar Temple,Normal Day,Sunny,37,77090,69600,10092,42,10,24,3,232,386,310,10,Low,95,Low,Low,Medium
2027-07-09,Friday,July,Mumbai Naka,Normal Day,Cloudy,26,16487,17437,3017,35,10,20,3,80,120,70,10,Low,100,Low,Low,Low
2027-07-10,Saturday,July,Mhasrul,Festival,Sunny,37,173791,156868,28168,23,22,48,6,522,871,690,23,Low,87,Medium,Low,Medium
2027-07-11,Sunday,July,Panchavati,Weekend,Cloudy,28,145063,162148,27191,20,23,58,6,540,900,480,22,Normal,84,Medium,Medium,Medium
2027-07-12,Monday,July,Trimbakeshwar Temple,Normal Day,Cloudy,32,97198,102019,12388,29,14,37,4,340,566,449,10,Low,91,Medium,Low,Medium
2027-07-13,Tuesday,July,CBS Nashik,Normal Day,Sunny,33,42169,39136,7279,29,10,32,3,130,217,108,10,Normal,92,Low,Low,Low
2027-07-14,Wednesday,July,Sadhugram,Normal Day,Sunny,38,89055,86725,10473,30,12,28,3,289,481,519,10,Normal,93,Low,Low,Medium
2027-07-15,Thursday,July,Tapovan,Shahi Snan,Sunny,38,943626,1029372,123929,5,147,307,41,3431,5718,3398,100,High,40,High,High,Critical
2027-07-16,Friday,July,Dwarka Circle,Normal Day,Sunny,36,16539,17650,2940,43,10,32,3,80,120,80,10,Low,97,Low,Low,Low
2027-07-17,Saturday,July,Trimbakeshwar Temple,Normal Day,Sunny,34,49276,48788,7643,43,10,29,3,162,271,240,10,Normal,94,Low,Low,Low
2027-07-18,Sunday,July,Panchavati,Weekend,Rainy,24,102881,93697,15656,33,13,31,3,312,520,355,13,High,90,Low,Low,Medium
2027-07-19,Monday,July,CBS Nashik,Normal Day,Rainy,29,28662,31841,4465,45,10,33,3,106,176,196,10,High,96,Low,Low,Low
2027-07-20,Tuesday,July,Panchavati,Festival,Rainy,22,189902,211395,32490,26,30,61,8,704,1174,1298,27,Normal,82,Medium,Low,High
2027-07-21,Wednesday,July,Dwarka Circle,Normal Day,Sunny,37,52645,51651,7734,30,10,22,3,172,286,260,10,Normal,97,Low,Low,Low
2027-07-22,Thursday,July,Godavari Ghat,Normal Day,Cloudy,31,60627,64010,10869,38,10,28,3,213,355,234,10,Normal,95,Low,Low,Low
2027-07-23,Friday,July,Trimbakeshwar Temple,Normal Day,Cloudy,28,50031,51749,8649,28,10,34,3,172,287,268,10,Low,91,Low,Low,Low
2027-07-24,Saturday,July,Panchavati,Normal Day,Sunny,36,53425,56529,9006,32,10,22,3,188,314,149,10,Normal,98,Low,Low,Low
2027-07-25,Sunday,July,Trimbakeshwar Temple,Weekend,Sunny,38,246979,241461,34366,22,34,68,9,804,1341,1171,28,Normal,77,Medium,Low,High
2027-07-26,Monday,July,Trimbakeshwar Temple,Normal Day,Sunny,32,53116,52077,9659,34,10,20,3,173,289,143,10,Normal,99,Low,Low,Low
2027-07-27,Tuesday,July,Shalimar,Normal Day,Sunny,33,66038,70032,8717,33,10,31,3,233,389,377,10,Normal,95,Low,Low,Medium
2027-07-28,Wednesday,July,Tapovan,Normal Day,Rainy,27,69171,74707,13648,44,10,21,3,249,415,332,11,Normal,97,Low,Low,Medium
2027-07-29,Thursday,July,Ramkund,Normal Day,Rainy,29,35907,33903,4294,34,10,20,3,113,188,141,10,High,94,Low,Low,Low
2027-07-30,Friday,July,Godavari Ghat,Festival,Sunny,34,220884,211682,39965,28,30,63,8,705,1176,941,33,Low,81,Medium,Medium,High
2027-07-31,Saturday,July,Mhasrul,Normal Day,Rainy,28,13453,12371,1712,43,10,26,3,80,120,119,10,Normal,96,Low,Low,Low
2027-08-01,Sunday,August,Dwarka Circle,Weekend,Sunny,32,122393,113914,18428,31,16,45,4,379,632,325,15,Low,90,Medium,Low,Medium
2027-08-02,Monday,August,Panchavati,Normal Day,Rainy,28,69077,63309,9218,35,10,22,3,211,351,512,10,Normal,98,Low,Low,Medium
2027-08-03,Tuesday,August,Tapovan,Normal Day,Rainy,26,30801,31906,5320,36,10,34,3,106,177,258,10,Normal,100,Low,Low,Low
2027-08-04,Wednesday,August,College Road,Normal Day,Sunny,30,31470,35019,6433,36,10,31,3,116,194,107,10,Normal,96,Low,Low,Low
2027-08-05,Thursday,August,Gangapur Road,Shahi Snan,Cloudy,32,634875,682676,125132,9,97,202,27,2275,3792,3580,100,High,42,High,High,Critical
2027-08-06,Friday,August,Sadhugram,Normal Day,Sunny,30,20640,18832,3698,33,10,32,3,80,120,89,10,Normal,95,Low,Low,Low
2027-08-07,Saturday,August,Dwarka Circle,Normal Day,Sunny,36,47348,46906,6274,32,10,34,3,156,260,193,10,Normal,98,Low,Low,Low
2027-08-08,Sunday,August,Ramkund,Weekend,Rainy,27,219555,221069,43837,28,31,67,8,736,1228,929,36,High,78,Medium,Medium,High
2027-08-09,Monday,August,Sadhugram,Normal Day,Sunny,34,55464,55831,8449,31,10,33,3,186,310,235,10,Low,92,Low,Low,Low
2027-08-10,Tuesday,August,Mumbai Naka,Festival,Sunny,34,253584,228842,44284,26,32,65,9,762,1271,852,36,Normal,80,Medium,Medium,Medium
2027-08-11,Wednesday,August,Mumbai Naka,Normal Day,Sunny,33,37294,35114,4352,45,10,21,3,117,195,214,10,Low,95,Low,Low,Low
2027-08-12,Thursday,August,CBS Nashik,Normal Day,Rainy,25,42111,38470,7333,39,10,23,3,128,213,314,10,High,95,Low,Low,Medium
2027-08-13,Friday,August,Tapovan,Normal Day,Sunny,35,22692,22705,3067,30,10,22,3,80,126,109,10,Normal,100,Low,Low,Low
2027-08-14,Saturday,August,Dwarka Circle,Normal Day,Sunny,33,43156,43705,7884,29,10,31,3,145,242,141,10,Normal,98,Low,Low,Low
2027-08-15,Sunday,August,Dwarka Circle,Weekend,Cloudy,28,111662,121570,23071,33,17,48,4,405,675,522,19,Normal,92,Medium,Low,Medium
2027-08-16,Monday,August,Trimbakeshwar Temple,Normal Day,Cloudy,29,72939,69341,10845,44,10,29,3,231,385,394,10,Low,92,Low,Low,Medium
2027-08-17,Tuesday,August,Panchavati,Normal Day,Cloudy,32,72608,72173,13470,43,10,32,3,240,400,419,11,Low,90,Low,Low,Medium
2027-08-18,Wednesday,August,Nimani,Normal Day,Sunny,32,27437,28447,4400,40,10,22,3,94,158,82,10,Normal,93,Low,Low,Low
2027-08-19,Thursday,August,Trimbakeshwar Temple,Normal Day,Sunny,32,109818,121582,23887,35,17,44,4,405,675,437,19,Low,88,Medium,Low,Medium
2027-08-20,Friday,August,Shalimar,Festival,Sunny,36,154841,154378,29779,20,22,54,6,514,857,803,24,Low,88,Medium,Medium,Medium
2027-08-21,Saturday,August,Mhasrul,Normal Day,Sunny,34,17284,17263,2391,38,10,25,3,80,120,90,10,Low,100,Low,Low,Low
2027-08-22,Sunday,August,Nimani,Weekend,Cloudy,30,106331,111835,17355,45,15,38,4,372,621,350,14,Low,90,Medium,Low,Medium
2027-08-23,Monday,August,Dwarka Circle,Normal Day,Cloudy,26,55802,52920,6658,37,10,22,3,176,294,311,10,Low,95,Low,Low,Medium
2027-08-24,Tuesday,August,Godavari Ghat,Normal Day,Sunny,34,100872,101586,14161,40,14,38,4,338,564,389,11,Low,94,Medium,Low,Medium
2027-08-25,Wednesday,August,Ramkund,Shahi Snan,Sunny,35,1244350,1316566,169655,9,188,391,52,4388,7314,6593,100,High,40,High,High,Critical
2027-08-26,Thursday,August,CBS Nashik,Normal Day,Sunny,34,58058,53684,6961,29,10,22,3,178,298,338,10,Normal,96,Low,Low,Medium
2027-08-27,Friday,August,Ramkund,Normal Day,Cloudy,28,61873,61332,7951,41,10,27,3,204,340,345,10,Low,92,Low,Low,Medium
2027-08-28,Saturday,August,Mumbai Naka,Normal Day,Cloudy,30,24089,21706,2825,44,10,29,3,80,120,82,10,Low,95,Low,Low,Low
2027-08-29,Sunday,August,Panchavati,Weekend,Sunny,38,148638,155623,30142,19,22,51,6,518,864,833,25,Normal,87,Medium,Medium,Medium
2027-08-30,Monday,August,Gangapur Road,Festival,Cloudy,28,149670,150695,29940,23,21,43,6,502,837,789,24,Low,86,Medium,Low,Medium
2027-08-31,Tuesday,August,Dwarka Circle,Normal Day,Cloudy,32,58516,58950,7831,44,10,32,3,196,327,175,10,Low,96,Low,Low,Low
2027-09-01,Wednesday,September,Sadhugram,Normal Day,Sunny,33,32363,33274,4697,43,10,27,3,110,184,139,10,Low,97,Low,Low,Low
2027-09-02,Thursday,September,Ramkund,Normal Day,Rainy,22,86433,84227,12774,28,12,32,3,280,467,409,10,High,93,Low,Low,Medium
2027-09-03,Friday,September,Godavari Ghat,Normal Day,Rainy,29,81157,83653,11535,35,11,25,3,278,464,576,10,High,96,Low,Low,Medium
2027-09-04,Saturday,September,Sadhugram,Normal Day,Rainy,25,88214,97523,16738,35,13,29,3,325,541,363,13,High,93,Low,Low,Medium
2027-09-05,Sunday,September,Mhasrul,Weekend,Sunny,37,74784,77148,13701,35,11,26,3,257,428,339,11,Normal,93,Low,Low,Medium
2027-09-06,Monday,September,College Road,Normal Day,Cloudy,26,42444,41015,6614,45,10,24,3,136,227,155,10,Low,92,Low,Low,Low
2027-09-07,Tuesday,September,College Road,Normal Day,Cloudy,32,27475,28113,3421,39,10,29,3,93,156,152,10,Low,94,Low,Low,Low
2027-09-08,Wednesday,September,Ramkund,Normal Day,Rainy,26,35099,35495,4959,31,10,30,3,118,197,217,10,Normal,93,Low,Low,Low
2027-09-09,Thursday,September,Gangapur Road,Normal Day,Cloudy,28,59091,60885,11531,38,10,31,3,202,338,270,10,Low,98,Low,Low,Low
2027-09-10,Friday,September,Mhasrul,Festival,Rainy,22,181205,179733,31790,23,25,61,7,599,998,610,26,High,87,Medium,Low,Medium
2027-09-11,Saturday,September,Mhasrul,Normal Day,Cloudy,31,19508,20559,3740,37,10,20,3,80,120,83,10,Normal,98,Low,Low,Low
2027-09-12,Sunday,September,Gangapur Road,Weekend,Sunny,31,84505,84720,15550,34,12,38,3,282,470,539,12,Low,92,Low,Low,Medium
2027-09-13,Monday,September,Mhasrul,Normal Day,Sunny,37,47175,44374,8739,45,10,23,3,147,246,193,10,Low,99,Low,Low,Low
2027-09-14,Tuesday,September,Tapovan,Normal Day,Sunny,34,36732,33676,5904,30,10,30,3,112,187,180,10,Low,94,Low,Low,Low
2027-09-15,Wednesday,September,Mhasrul,Shahi Snan,Sunny,33,563176,542303,67313,17,77,166,21,1807,3012,2984,56,High,52,High,Medium,Critical
2027-09-16,Thursday,September,Adgaon Naka,Normal Day,Sunny,35,15396,15293,2434,37,10,20,3,80,120,39,10,Low,94,Low,Low,Low
2027-09-17,Friday,September,Ramkund,Normal Day,Sunny,35,70059,71577,13192,34,10,31,3,238,397,199,10,Low,97,Low,Low,Low
2027-09-18,Saturday,September,Shalimar,Normal Day,Sunny,31,53934,57636,9279,44,10,32,3,192,320,364,10,Normal,91,Low,Low,Medium
2027-09-19,Sunday,September,Panchavati,Weekend,Sunny,37,143678,142066,25004,25,20,40,5,473,789,582,20,Low,84,Medium,Low,Medium
2027-09-20,Monday,September,Mumbai Naka,Festival,Cloudy,25,187917,205168,25810,20,29,60,8,683,1139,979,21,Low,79,Medium,Medium,High
2027-09-21,Tuesday,September,Mumbai Naka,Normal Day,Sunny,32,59035,56780,8697,40,10,32,3,189,315,183,10,Low,95,Low,Low,Low
